,Cat.Sel,Group.Description,Desc,Qty,RCV,group_1,group_2,group_3,buildarchtype
5844,FNH.DORH+,Bedroom3,Door knob - interior - High grade,1,74.89,Bedroom3,main,Bedroom,R_1-M-C-CU
5845,PNT.BF,Bedroom3,Paint bifold door set - slab only - 2 coats (per side),2,132.04,Bedroom3,main,Bedroom,R_1-M-C-CU
5846,DOR.BF+,Bedroom3,Bifold door set - Birch veneer - Double,1,521.19,Bedroom3,main,Bedroom,R_1-M-C-CU
5847,PNT.DOR,Bedroom3,Paint door slab only - 2 coats (per side),2,93.44,Bedroom3,main,Bedroom,R_1-M-C-CU
5848,PNT.DORT,Bedroom3,Paint door/window trim & jamb - 2 coats (per side),2,75.26,Bedroom3,main,Bedroom,R_1-M-C-CU
5849,DOR.AV+,Bedroom3,Interior door unit - High grade,1,439.42,Bedroom3,main,Bedroom,R_1-M-C-CU
5850,WPR.BORDR-,Bedroom3,Wallpaper border - Standard grade,20.53,64.55,Bedroom3,main,Bedroom,R_1-M-C-CU
5851,WPR.AV-,Bedroom3,Wallpaper - Standard grade,184.8,479.01,Bedroom3,main,Bedroom,R_1-M-C-CU
5852,PNT.S,Bedroom3,Seal the surface area w/latex based stain blocker - one coat,184.8,139.7,Bedroom3,main,Bedroom,R_1-M-C-CU
5853,PNT.SP,Bedroom3,Seal/prime (1 coat) then paint (1 coat) the surface area,231,271.66,Bedroom3,main,Bedroom,R_1-M-C-CU
5854,PNL.AV,Bedroom3,Paneling,46.2,208.45,Bedroom3,main,Bedroom,R_1-M-C-CU
5855,DRY.1/2+,Bedroom3,"1/2"" drywall - hung, taped, heavy texture, ready for paint",462,1862.78,Bedroom3,main,Bedroom,R_1-M-C-CU
5856,PNT.CWN>,Bedroom3,"Paint crown moulding, oversized - one coat",51.33,64.06,Bedroom3,main,Bedroom,R_1-M-C-CU
5857,FNC.CWN>+,Bedroom3,"Crown moulding - 4 1/4"" stain grade",51.33,494.01,Bedroom3,main,Bedroom,R_1-M-C-CU
5858,PNT.BS,Bedroom3,Stain & finish baseboard,51.33,93.01,Bedroom3,main,Bedroom,R_1-M-C-CU
5859,FNC.B3+,Bedroom3,"Baseboard - 3 1/4"" stain grade",51.33,349.87,Bedroom3,main,Bedroom,R_1-M-C-CU
5860,DRY.1/2+,Bedroom3,"1/2"" drywall - hung, taped, heavy texture, ready for paint",231.9,935.02,Bedroom3,main,Bedroom,R_1-M-C-CU
5861,PNT.S,Bedroom3,Seal the surface area w/latex based stain blocker - one coat,231.9,175.32,Bedroom3,main,Bedroom,R_1-M-C-CU
5862,PNT.P,Bedroom3,Paint the surface area - one coat,231.9,192.01,Bedroom3,main,Bedroom,R_1-M-C-CU
5863,FCT.AV++,Bedroom3,Tile floor covering - Premium grade,32.8,682.9,Bedroom3,main,Bedroom,R_1-M-C-CU
5864,FCW.FIN,Bedroom3,Sand & finish wood floor (natural finish),65.6,281.83,Bedroom3,main,Bedroom,R_1-M-C-CU
5865,FCW.AV+,Bedroom3,Oak flooring - select grade - no finish,65.6,775.4,Bedroom3,main,Bedroom,R_1-M-C-CU
5866,FCC.PAD+,Bedroom3,Carpet pad - High grade,75.44,92.35,Bedroom3,main,Bedroom,R_1-M-C-CU
5867,FCC.AV++,Bedroom3,Carpet - Premium grade,75.44,835.57,Bedroom3,main,Bedroom,R_1-M-C-CU
5868,ELE.SMOKE+,Bedroom,Smoke detector - High grade,1,104.51,Bedroom,main,Bedroom,R_1-M-C-CU
5869,PNT.SHW,Bedroom,"Seal & paint wood shelving, 12""- 24"" width",12,63.94,Bedroom,main,Bedroom,R_1-M-C-CU
5870,FNC.SH12,Bedroom,"Shelving - 12"" - in place",6,77.48,Bedroom,main,Bedroom,R_1-M-C-CU
5871,FNC.SH16,Bedroom,"Shelving - 16"" - in place",6,83.16,Bedroom,main,Bedroom,R_1-M-C-CU
5872,FNC.CLROD,Bedroom,Closet rod,6,34.2,Bedroom,main,Bedroom,R_1-M-C-CU
5873,ELE.OS,Bedroom,Outlet,8,127.4,Bedroom,main,Bedroom,R_1-M-C-CU
5874,LIT.AV+,Bedroom,Light fixture - High grade,1,118.58,Bedroom,main,Bedroom,R_1-M-C-CU
5875,FNH.DORH+,Bedroom,Door knob - interior - High grade,1,74.89,Bedroom,main,Bedroom,R_1-M-C-CU
5876,PNT.BF,Bedroom,Paint bifold door set - slab only - 2 coats (per side),2,132.04,Bedroom,main,Bedroom,R_1-M-C-CU
5877,DOR.BF+,Bedroom,Bifold door set - Birch veneer - Double,1,521.19,Bedroom,main,Bedroom,R_1-M-C-CU
5878,PNT.DOR,Bedroom,Paint door slab only - 2 coats (per side),2,93.44,Bedroom,main,Bedroom,R_1-M-C-CU
5879,PNT.DORT,Bedroom,Paint door/window trim & jamb - 2 coats (per side),2,75.26,Bedroom,main,Bedroom,R_1-M-C-CU
5880,DOR.AV+,Bedroom,Interior door unit - High grade,1,439.42,Bedroom,main,Bedroom,R_1-M-C-CU
5881,WPR.BORDR-,Bedroom,Wallpaper border - Standard grade,13.73,43.17,Bedroom,main,Bedroom,R_1-M-C-CU
5882,WPR.AV-,Bedroom,Wallpaper - Standard grade,123.6,320.38,Bedroom,main,Bedroom,R_1-M-C-CU
5883,PNT.S,Bedroom,Seal the surface area w/latex based stain blocker - one coat,123.6,93.45,Bedroom,main,Bedroom,R_1-M-C-CU
5884,PNT.SP,Bedroom,Seal/prime (1 coat) then paint (1 coat) the surface area,154.5,181.69,Bedroom,main,Bedroom,R_1-M-C-CU
5885,PNL.AV,Bedroom,Paneling,30.9,139.42,Bedroom,main,Bedroom,R_1-M-C-CU
5886,DRY.1/2+,Bedroom,"1/2"" drywall - hung, taped, heavy texture, ready for paint",309,1245.88,Bedroom,main,Bedroom,R_1-M-C-CU
5887,PNT.CWN>,Bedroom,"Paint crown moulding, oversized - one coat",34.33,42.84,Bedroom,main,Bedroom,R_1-M-C-CU
5888,FNC.CWN>+,Bedroom,"Crown moulding - 4 1/4"" stain grade",34.33,330.39,Bedroom,main,Bedroom,R_1-M-C-CU
5889,PNT.BS,Bedroom,Stain & finish baseboard,34.33,62.2,Bedroom,main,Bedroom,R_1-M-C-CU
5890,FNC.B3+,Bedroom,"Baseboard - 3 1/4"" stain grade",34.33,233.99,Bedroom,main,Bedroom,R_1-M-C-CU
5891,DRY.1/2+,Bedroom,"1/2"" drywall - hung, taped, heavy texture, ready for paint",104.17,420.01,Bedroom,main,Bedroom,R_1-M-C-CU
5892,PNT.S,Bedroom,Seal the surface area w/latex based stain blocker - one coat,104.17,78.75,Bedroom,main,Bedroom,R_1-M-C-CU
5893,PNT.P,Bedroom,Paint the surface area - one coat,104.17,86.26,Bedroom,main,Bedroom,R_1-M-C-CU
5894,FCT.AV++,Bedroom,Tile floor covering - Premium grade,14.73,306.69,Bedroom,main,Bedroom,R_1-M-C-CU
5895,FCW.FIN,Bedroom,Sand & finish wood floor (natural finish),29.47,126.6,Bedroom,main,Bedroom,R_1-M-C-CU
5896,FCW.AV+,Bedroom,Oak flooring - select grade - no finish,29.47,348.34,Bedroom,main,Bedroom,R_1-M-C-CU
5897,FCC.PAD+,Bedroom,Carpet pad - High grade,33.89,41.49,Bedroom,main,Bedroom,R_1-M-C-CU
5898,FCC.AV++,Bedroom,Carpet - Premium grade,33.89,375.36,Bedroom,main,Bedroom,R_1-M-C-CU
5899,ELE.OS,Nook,Outlet,5,79.63,Nook,main,Nook,R_1-M-C-CU
5900,LIT.AV,Nook,Light fixture,1,76.21,Nook,main,Nook,R_1-M-C-CU
5901,WPR.BORDR-,Nook,Wallpaper border - Standard grade,13.73,43.17,Nook,main,Nook,R_1-M-C-CU
5902,WPR.AV-,Nook,Wallpaper - Standard grade,123.6,320.38,Nook,main,Nook,R_1-M-C-CU
5903,PNT.S,Nook,Seal the surface area w/latex based stain blocker - one coat,123.6,93.45,Nook,main,Nook,R_1-M-C-CU
5904,PNT.SP,Nook,Seal/prime (1 coat) then paint (1 coat) the surface area,154.5,181.69,Nook,main,Nook,R_1-M-C-CU
5905,PNL.AV,Nook,Paneling,30.9,139.42,Nook,main,Nook,R_1-M-C-CU
5906,DRY.1/2+,Nook,"1/2"" drywall - hung, taped, heavy texture, ready for paint",309,1245.88,Nook,main,Nook,R_1-M-C-CU
5907,PNT.CWN>,Nook,"Paint crown moulding, oversized - one coat",34.33,42.84,Nook,main,Nook,R_1-M-C-CU
5908,FNC.CWN>+,Nook,"Crown moulding - 4 1/4"" stain grade",34.33,330.39,Nook,main,Nook,R_1-M-C-CU
5909,PNT.BS,Nook,Stain & finish baseboard,34.33,62.2,Nook,main,Nook,R_1-M-C-CU
5910,FNC.B3+,Nook,"Baseboard - 3 1/4"" stain grade",34.33,233.99,Nook,main,Nook,R_1-M-C-CU
5911,DRY.1/2+,Nook,"1/2"" drywall - hung, taped, heavy texture, ready for paint",104.17,420.01,Nook,main,Nook,R_1-M-C-CU
5912,PNT.S,Nook,Seal the surface area w/latex based stain blocker - one coat,104.17,78.75,Nook,main,Nook,R_1-M-C-CU
5913,PNT.P,Nook,Paint the surface area - one coat,104.17,86.26,Nook,main,Nook,R_1-M-C-CU
5914,FCT.AV++,Nook,Tile floor covering - Premium grade,14.73,306.69,Nook,main,Nook,R_1-M-C-CU
5915,FCW.FIN,Nook,Sand & finish wood floor (natural finish),29.47,126.6,Nook,main,Nook,R_1-M-C-CU
5916,FCW.AV+,Nook,Oak flooring - select grade - no finish,29.47,348.34,Nook,main,Nook,R_1-M-C-CU
5917,FCC.PAD+,Nook,Carpet pad - High grade,33.89,41.49,Nook,main,Nook,R_1-M-C-CU
5918,FCC.AV++,Nook,Carpet - Premium grade,33.89,375.36,Nook,main,Nook,R_1-M-C-CU
5919,ELE.OS,LivingRoom,Outlet,11,175.17,LivingRoom,main,Living Area,R_1-M-C-CU
5920,LIT.AV+,LivingRoom,Light fixture - High grade,1,118.58,LivingRoom,main,Living Area,R_1-M-C-CU
5921,WPR.BORDR-,LivingRoom,Wallpaper border - Standard grade,23.33,73.34,LivingRoom,main,Living Area,R_1-M-C-CU
5922,WPR.AV-,LivingRoom,Wallpaper - Standard grade,210,544.32,LivingRoom,main,Living Area,R_1-M-C-CU
5923,PNT.S,LivingRoom,Seal the surface area w/latex based stain blocker - one coat,210,158.76,LivingRoom,main,Living Area,R_1-M-C-CU
5924,PNT.SP,LivingRoom,Seal/prime (1 coat) then paint (1 coat) the surface area,262.5,308.71,LivingRoom,main,Living Area,R_1-M-C-CU
5925,PNL.AV,LivingRoom,Paneling,52.5,236.88,LivingRoom,main,Living Area,R_1-M-C-CU
5926,DRY.1/2+,LivingRoom,"1/2"" drywall - hung, taped, heavy texture, ready for paint",525,2116.8,LivingRoom,main,Living Area,R_1-M-C-CU
5927,FNC.1X6H,LivingRoom,"Trim board - 1"" x 6"" - installed (hardwood - oak or =)",17.17,168.55,LivingRoom,main,Living Area,R_1-M-C-CU
5928,FNC.1X12H,LivingRoom,"Trim board - 1"" x 12"" - installed (hardwood - oak or =)",34.33,628.23,LivingRoom,main,Living Area,R_1-M-C-CU
5929,PNT.CWN>,LivingRoom,"Paint crown moulding, oversized - one coat",58.33,72.8,LivingRoom,main,Living Area,R_1-M-C-CU
5930,FNC.CWN>+,LivingRoom,"Crown moulding - 4 1/4"" stain grade",58.33,561.37,LivingRoom,main,Living Area,R_1-M-C-CU
5931,PNT.BS,LivingRoom,Stain & finish baseboard,58.33,105.7,LivingRoom,main,Living Area,R_1-M-C-CU
5932,FNC.B3+,LivingRoom,"Baseboard - 3 1/4"" stain grade",58.33,397.57,LivingRoom,main,Living Area,R_1-M-C-CU
5933,DRY.1/2+,LivingRoom,"1/2"" drywall - hung, taped, heavy texture, ready for paint",291.28,1174.44,LivingRoom,main,Living Area,R_1-M-C-CU
5934,PNT.S,LivingRoom,Seal the surface area w/latex based stain blocker - one coat,291.28,220.21,LivingRoom,main,Living Area,R_1-M-C-CU
5935,PNT.P,LivingRoom,Paint the surface area - one coat,291.28,241.18,LivingRoom,main,Living Area,R_1-M-C-CU
5936,FCT.AV++,LivingRoom,Tile floor covering - Premium grade,41.2,857.78,LivingRoom,main,Living Area,R_1-M-C-CU
5937,FCW.FIN,LivingRoom,Sand & finish wood floor (natural finish),82.4,353.99,LivingRoom,main,Living Area,R_1-M-C-CU
5938,FCW.AV+,LivingRoom,Oak flooring - select grade - no finish,82.4,973.96,LivingRoom,main,Living Area,R_1-M-C-CU
5939,FCC.PAD+,LivingRoom,Carpet pad - High grade,94.76,116,LivingRoom,main,Living Area,R_1-M-C-CU
5940,FCC.AV++,LivingRoom,Carpet - Premium grade,94.76,1049.55,LivingRoom,main,Living Area,R_1-M-C-CU
5941,DOR.STRMD+,Patio,Storm door assembly - High grade,1,518.67,general_main,main,general-main,R_1-M-C-CU
5942,ELE.OS,Patio,Outlet,1,15.93,general_main,main,general-main,R_1-M-C-CU
5943,ELE.GFI,Patio,Ground fault interrupter (GFI) outlet,1,44.4,general_main,main,general-main,R_1-M-C-CU
5944,LIT.X,Patio,Exterior light fixture,1,100.03,general_main,main,general-main,R_1-M-C-CU
5945,ELE.SMOKE+,Hallway,Smoke detector - High grade,1,104.51,Hallway,main,Hallway,R_1-M-C-CU
5946,ELE.OS,Hallway,Outlet,3,47.77,Hallway,main,Hallway,R_1-M-C-CU
5947,LIT.AV+,Hallway,Light fixture - High grade,1,118.58,Hallway,main,Hallway,R_1-M-C-CU
5948,WPR.BORDR-,Hallway,Wallpaper border - Standard grade,14.4,45.27,Hallway,main,Hallway,R_1-M-C-CU
5949,WPR.AV-,Hallway,Wallpaper - Standard grade,129.6,335.92,Hallway,main,Hallway,R_1-M-C-CU
5950,PNT.S,Hallway,Seal the surface area w/latex based stain blocker - one coat,129.6,97.99,Hallway,main,Hallway,R_1-M-C-CU
5951,PNT.SP,Hallway,Seal/prime (1 coat) then paint (1 coat) the surface area,162,190.52,Hallway,main,Hallway,R_1-M-C-CU
5952,PNL.AV,Hallway,Paneling,32.4,146.18,Hallway,main,Hallway,R_1-M-C-CU
5953,DRY.1/2+,Hallway,"1/2"" drywall - hung, taped, heavy texture, ready for paint",324,1306.36,Hallway,main,Hallway,R_1-M-C-CU
5954,PNT.CWN>,Hallway,"Paint crown moulding, oversized - one coat",36,44.92,Hallway,main,Hallway,R_1-M-C-CU
5955,FNC.CWN>+,Hallway,"Crown moulding - 4 1/4"" stain grade",36,346.46,Hallway,main,Hallway,R_1-M-C-CU
5956,PNT.BS,Hallway,Stain & finish baseboard,36,65.24,Hallway,main,Hallway,R_1-M-C-CU
5957,FNC.B3+,Hallway,"Baseboard - 3 1/4"" stain grade",36,245.38,Hallway,main,Hallway,R_1-M-C-CU
5958,DRY.1/2+,Hallway,"1/2"" drywall - hung, taped, heavy texture, ready for paint",66.31,267.36,Hallway,main,Hallway,R_1-M-C-CU
5959,PNT.S,Hallway,Seal the surface area w/latex based stain blocker - one coat,66.31,50.14,Hallway,main,Hallway,R_1-M-C-CU
5960,PNT.P,Hallway,Paint the surface area - one coat,66.31,54.91,Hallway,main,Hallway,R_1-M-C-CU
5961,FCT.AV++,Hallway,Tile floor covering - Premium grade,13.26,276.08,Hallway,main,Hallway,R_1-M-C-CU
5962,FCW.FIN,Hallway,Sand & finish wood floor (natural finish),26.52,113.92,Hallway,main,Hallway,R_1-M-C-CU
5963,FCW.AV+,Hallway,Oak flooring - select grade - no finish,26.52,313.46,Hallway,main,Hallway,R_1-M-C-CU
5964,FCC.PAD+,Hallway,Carpet pad - High grade,30.5,37.33,Hallway,main,Hallway,R_1-M-C-CU
5965,FCC.AV++,Hallway,Carpet - Premium grade,30.5,337.82,Hallway,main,Hallway,R_1-M-C-CU
5966,ELE.OS,DiningRoom,Outlet,5,79.63,DiningRoom,main,Dining Room,R_1-M-C-CU
5967,LIT.AV+,DiningRoom,Light fixture - High grade,1,118.58,DiningRoom,main,Dining Room,R_1-M-C-CU
5968,WPR.BORDR-,DiningRoom,Wallpaper border - Standard grade,20.53,64.55,DiningRoom,main,Dining Room,R_1-M-C-CU
5969,WPR.AV-,DiningRoom,Wallpaper - Standard grade,184.8,479.01,DiningRoom,main,Dining Room,R_1-M-C-CU
5970,PNT.S,DiningRoom,Seal the surface area w/latex based stain blocker - one coat,184.8,139.7,DiningRoom,main,Dining Room,R_1-M-C-CU
5971,PNT.SP,DiningRoom,Seal/prime (1 coat) then paint (1 coat) the surface area,231,271.66,DiningRoom,main,Dining Room,R_1-M-C-CU
5972,PNL.AV,DiningRoom,Paneling,46.2,208.45,DiningRoom,main,Dining Room,R_1-M-C-CU
5973,DRY.1/2+,DiningRoom,"1/2"" drywall - hung, taped, heavy texture, ready for paint",462,1862.78,DiningRoom,main,Dining Room,R_1-M-C-CU
5974,PNT.CWN>,DiningRoom,"Paint crown moulding, oversized - one coat",51.33,64.06,DiningRoom,main,Dining Room,R_1-M-C-CU
5975,FNC.CWN>+,DiningRoom,"Crown moulding - 4 1/4"" stain grade",51.33,494.01,DiningRoom,main,Dining Room,R_1-M-C-CU
5976,PNT.BS,DiningRoom,Stain & finish baseboard,51.33,93.01,DiningRoom,main,Dining Room,R_1-M-C-CU
5977,FNC.B3+,DiningRoom,"Baseboard - 3 1/4"" stain grade",51.33,349.87,DiningRoom,main,Dining Room,R_1-M-C-CU
5978,DRY.1/2+,DiningRoom,"1/2"" drywall - hung, taped, heavy texture, ready for paint",223.44,900.92,DiningRoom,main,Dining Room,R_1-M-C-CU
5979,PNT.S,DiningRoom,Seal the surface area w/latex based stain blocker - one coat,223.44,168.93,DiningRoom,main,Dining Room,R_1-M-C-CU
5980,PNT.P,DiningRoom,Paint the surface area - one coat,223.44,185.01,DiningRoom,main,Dining Room,R_1-M-C-CU
5981,FCT.AV++,DiningRoom,Tile floor covering - Premium grade,31.6,657.92,DiningRoom,main,Dining Room,R_1-M-C-CU
5982,FCW.FIN,DiningRoom,Sand & finish wood floor (natural finish),63.21,271.55,DiningRoom,main,Dining Room,R_1-M-C-CU
5983,FCW.AV+,DiningRoom,Oak flooring - select grade - no finish,63.21,747.14,DiningRoom,main,Dining Room,R_1-M-C-CU
5984,FCC.PAD+,DiningRoom,Carpet pad - High grade,72.69,88.96,DiningRoom,main,Dining Room,R_1-M-C-CU
5985,FCC.AV++,DiningRoom,Carpet - Premium grade,72.69,805.11,DiningRoom,main,Dining Room,R_1-M-C-CU
5986,PNT.SILL,StructureLevelLineItems,Seal & paint window sill,48,144,general,split,general-split,R_1-M-C-ST
5987,FNC.SILL,StructureLevelLineItems,Window sill,48,191.8,general,split,general-split,R_1-M-C-ST
5988,ELE.SMOKE,StructureLevelLineItems,Smoke detector,1,72.48,general,split,general-split,R_1-M-C-ST
5989,LIT.FL2-4+,StructureLevelLineItems,Fluorescent - two tube - 4' - fixture w/lens,1,139.05,general,split,general-split,R_1-M-C-ST
5990,HVC.DVENT,StructureLevelLineItems,Clothes dryer vent - installed,1,90.02,general,split,general-split,R_1-M-C-ST
5991,PLM.WH40,StructureLevelLineItems,Water heater - 40 gallon - Gas - 6 yr,1,1500.16,mech_single,mechanical,general-mechanical,R_1-M-C-ST
5992,PNT.SHW,StructureLevelLineItems,"Seal & paint wood shelving, 12""- 24"" width",20,106.56,general,split,general-split,R_1-M-C-ST
5993,FNC.SH16,StructureLevelLineItems,"Shelving - 16"" - in place",20,277.2,general,split,general-split,R_1-M-C-ST
5994,PNT.SP,StructureLevelLineItems,Seal/prime (1 coat) then paint (1 coat) the surface area,104,122.3,general,split,general-split,R_1-M-C-ST
5995,DRY.1/2,StructureLevelLineItems,"1/2"" drywall - hung, taped, floated, ready for paint",104,333.22,general,split,general-split,R_1-M-C-ST
5996,FNH.DORH,StructureLevelLineItems,Door knob - interior,1,57.56,general,split,general-split,R_1-M-C-ST
5997,DOR.AV,StructureLevelLineItems,Interior door unit,1,438.11,general,split,general-split,R_1-M-C-ST
5998,PNT.DORT,StructureLevelLineItems,Paint door/window trim & jamb - 2 coats (per side),2,75.26,general,split,general-split,R_1-M-C-ST
5999,PNT.DOR,StructureLevelLineItems,Paint door slab only - 2 coats (per side),2,93.44,general,split,general-split,R_1-M-C-ST
6000,INS.BTF6_c1,StructureLevelLineItems,"Batt insulation - 6"" - R19 - paper / foil faced",1721.68,3161.01,general_main,main,general-main,R_1-M-C-ST
6001,INS.BTF10_c1,StructureLevelLineItems,"Batt insulation - 10"" - R30 - paper / foil faced",1600,4992,general_main,main,general-main,R_1-M-C-ST
6002,HVC.TS,StructureLevelLineItems,Thermostat,1,152.23,general,split,general-split,R_1-M-C-ST
6003,HVC.FRFA,StructureLevelLineItems,"Furnace - forced air - 100,000 BTU",1,3668.77,mech_single,mechanical,general-mechanical,R_1-M-C-ST
6004,HVC.DCT<_m1,StructureLevelLineItems,Ductwork system - hot or cold air - 901 to 1199 SF home,1,4767.26,mech_single,mechanical,general-mechanical,R_1-M-C-ST
6005,HVC.DRNL,StructureLevelLineItems,Condensate drain line,1,81.31,mech_single,mechanical,general-mechanical,R_1-M-C-ST
6006,HVC.AC_m,StructureLevelLineItems,Central air conditioning system - 3 ton - up to 13 SEER,1,4354.58,mech_single,mechanical,general-mechanical,R_1-M-C-ST
6007,LIT.X-,StructureLevelLineItems,Exterior light fixture - Standard grade,2,157.56,general_main,main,general-main,R_1-M-C-ST
6008,FNH.DBX,StructureLevelLineItems,Door lockset & deadbolt - exterior,2,252.02,general_main,main,general-main,R_1-M-C-ST
6009,DOR.X-,StructureLevelLineItems,Exterior door - solid core lauan / mahogany or birch flush,2,913.76,general_main,main,general-main,R_1-M-C-ST
6010,WDP.6M,StructureLevelLineItems,6-0 6-8 mill finish sliding patio door,1,863.97,general_main,main,general-main,R_1-M-C-ST
6011,ELE.BPNL200,StructureLevelLineItems,Breaker panel - 200 amp,1,1786.81,mech_single,mechanical,general-mechanical,R_1-M-C-ST
6012,ELE.OL,StructureLevelLineItems,"Phone, TV, or speaker outlet",4,85.3,general,split,general-split,R_1-M-C-ST
6013,ELE.XOS,StructureLevelLineItems,Exterior outlet or switch,2,49.8,general_main,main,general-main,R_1-M-C-ST
6014,ELE.REWIRE,StructureLevelLineItems,Rewire\wire - avg. residence - boxes & wiring,1600,6873.6,general,split,general-split,R_1-M-C-ST
6015,ELE.LV,StructureLevelLineItems,Phone / low voltage copper wiring,40,47.52,general,split,general-split,R_1-M-C-ST
6016,PNT.SHW,StructureLevelLineItems,"Seal & paint wood shelving, 12""- 24"" width",3,15.98,general,split,general-split,R_1-M-C-ST
6017,FNC.SH16,StructureLevelLineItems,"Shelving - 16"" - in place",3,41.59,general,split,general-split,R_1-M-C-ST
6018,FNC.CLROD,StructureLevelLineItems,Closet rod,3,17.11,general,split,general-split,R_1-M-C-ST
6019,PNT.SP,StructureLevelLineItems,Seal/prime (1 coat) then paint (1 coat) the surface area,86,101.14,general,split,general-split,R_1-M-C-ST
6020,DRY.1/2-,StructureLevelLineItems,"1/2"" drywall - hung, taped, ready for texture",86,242.52,general,split,general-split,R_1-M-C-ST
6021,FNH.DORH-,StructureLevelLineItems,Door knob - interior - Standard grade,1,48.16,general,split,general-split,R_1-M-C-ST
6022,DOR.AV,StructureLevelLineItems,Interior door unit,1,438.11,general,split,general-split,R_1-M-C-ST
6023,PNT.DORT,StructureLevelLineItems,Paint door/window trim & jamb - 2 coats (per side),2,75.26,general,split,general-split,R_1-M-C-ST
6024,PNT.DOR,StructureLevelLineItems,Paint door slab only - 2 coats (per side),2,93.44,general,split,general-split,R_1-M-C-ST
6025,ELE.OS,EntryFoyer,Outlet,2,31.84,EntryFoyer,main,Entry Foyer,R_1-M-C-ST
6026,LIT.AV,EntryFoyer,Light fixture,1,76.21,EntryFoyer,main,Entry Foyer,R_1-M-C-ST
6027,PNT.SP,EntryFoyer,Seal/prime (1 coat) then paint (1 coat) the surface area,194.67,228.94,EntryFoyer,main,Entry Foyer,R_1-M-C-ST
6028,DRY.1/2,EntryFoyer,"1/2"" drywall - hung, taped, floated, ready for paint",194.67,623.73,EntryFoyer,main,Entry Foyer,R_1-M-C-ST
6029,PNT.B,EntryFoyer,Paint baseboard - one coat,24.33,26.56,EntryFoyer,main,Entry Foyer,R_1-M-C-ST
6030,FNC.B3,EntryFoyer,"Baseboard - 3 1/4""",24.33,149.49,EntryFoyer,main,Entry Foyer,R_1-M-C-ST
6031,DRY.1/2,EntryFoyer,"1/2"" drywall - hung, taped, floated, ready for paint",36.31,116.35,EntryFoyer,main,Entry Foyer,R_1-M-C-ST
6032,PNT.S,EntryFoyer,Seal the surface area w/latex based stain blocker - one coat,36.31,27.46,EntryFoyer,main,Entry Foyer,R_1-M-C-ST
6033,PNT.P,EntryFoyer,Paint the surface area - one coat,36.31,30.07,EntryFoyer,main,Entry Foyer,R_1-M-C-ST
6034,FCV.PLK,EntryFoyer,Vinyl plank flooring,7.63,52.09,EntryFoyer,main,Entry Foyer,R_1-M-C-ST
6035,FCV.AV-,EntryFoyer,Vinyl floor covering (sheet goods) - Standard grade,8.35,44.6,EntryFoyer,main,Entry Foyer,R_1-M-C-ST
6036,FCW.LAM,EntryFoyer,Snaplock Laminate - simulated wood flooring,7.26,47.56,EntryFoyer,main,Entry Foyer,R_1-M-C-ST
6037,FCW.FIN,EntryFoyer,Sand & finish wood floor (natural finish),7.26,31.19,EntryFoyer,main,Entry Foyer,R_1-M-C-ST
6038,FCW.AV,EntryFoyer,Oak flooring - #1 common - no finish,7.26,75.8,EntryFoyer,main,Entry Foyer,R_1-M-C-ST
6039,FCC.PAD-,EntryFoyer,Carpet pad - Standard grade,8.35,6.71,EntryFoyer,main,Entry Foyer,R_1-M-C-ST
6040,FCC.AV-,EntryFoyer,Carpet - Standard grade,8.35,42.19,EntryFoyer,main,Entry Foyer,R_1-M-C-ST
6041,TIL.BMUD,Bath,Mortar bed for tile,50,528.6,Bath,main,Full Bath,R_1-M-C-ST
6042,TIL.TUB,Bath,Tile tub surround - up to 60 SF,1,1298.04,Bath,main,Full Bath,R_1-M-C-ST
6043,FNH.TR-,Bath,Towel ring - Standard grade,1,33.08,Bath,main,Full Bath,R_1-M-C-ST
6044,FNH.TP-,Bath,Toilet paper holder - Standard grade,1,29.91,Bath,main,Full Bath,R_1-M-C-ST
6045,FNH.TBAR-,Bath,Towel bar - Standard grade,1,31.1,Bath,main,Full Bath,R_1-M-C-ST
6046,PNT.SHW,Bath,"Seal & paint wood shelving, 12""- 24"" width",10,53.28,Bath,main,Full Bath,R_1-M-C-ST
6047,FNC.SH16,Bath,"Shelving - 16"" - in place",10,138.6,Bath,main,Full Bath,R_1-M-C-ST
6048,ELE.OS,Bath,Outlet,2,31.84,Bath,main,Full Bath,R_1-M-C-ST
6049,MSD.AV,Bath,"Mirror - 1/4"" plate glass",6,134.86,Bath,main,Full Bath,R_1-M-C-ST
6050,PLM.RFIXP-,Bath,Rough-in plumbing - per fixture - w/PEX - Branch system,0.75,495.59,Bath,main,Full Bath,R_1-M-C-ST
6051,PLM.RFIXP-,Bath,Rough-in plumbing - per fixture - w/PEX - Branch system,0.75,495.59,Bath,main,Full Bath,R_1-M-C-ST
6052,PLM.RFIXP-,Bath,Rough-in plumbing - per fixture - w/PEX - Branch system,0.25,165.2,Bath,main,Full Bath,R_1-M-C-ST
6053,PLM.RFIXP-,Bath,Rough-in plumbing - per fixture - w/PEX - Branch system,0.25,165.2,Bath,main,Full Bath,R_1-M-C-ST
6054,PLM.TLTS-,Bath,Toilet seat - Standard grade,1,47.31,Bath,main,Full Bath,R_1-M-C-ST
6055,PLM.TLT-,Bath,Toilet - Standard grade,1,503.01,Bath,main,Full Bath,R_1-M-C-ST
6056,PLM.TUB-,Bath,Bathtub - Standard grade,1,927.6,Bath,main,Full Bath,R_1-M-C-ST
